jw_entity_id,title,type,release_year,poster
ts225641,The 8th Son? Are You Kidding Me?,show,2020.0,/poster/175868336/{profile}
ts90371,Mobile Suit Gundam: The Origin - Advent of the Red Comet,show,2019.0,/poster/144808814/{profile}
ts53038,Tawawa on Monday,show,2016.0,/poster/251546330/{profile}
ts6051,Boogiepop Phantom,show,2000.0,/poster/174695168/{profile}
ts75698,The Legend of the Galactic Heroes: Die Neue These,show,2018.0,/poster/60707246/{profile}
ts35261,Gunslinger Stratos: The Animation,show,2015.0,/poster/142157998/{profile}
ts89552,"Demon Lord, Retry!",show,2019.0,/poster/253937854/{profile}
ts35087,Galaxy Express 999,show,1978.0,/poster/247575718/{profile}
ts76736,Ronin Warriors: Message,show,1991.0,/poster/185739646/{profile}
ts53340,The Mysterious Play,show,1995.0,/poster/145991607/{profile}
ts225665,Onyx Equinox,show,2020.0,/poster/239819759/{profile}
ts85668,Boogiepop and Others,show,2019.0,/poster/249177551/{profile}
ts88954,We Never Learn: BOKUBEN,show,2019.0,/poster/123760294/{profile}
ts326566,Trapped in a Dating Sim: The World of Otome Games Is Tough for Mobs,show,2022.0,/poster/269928076/{profile}
ts80216,The Melancholy of Haruhi Suzumiya,show,2009.0,/poster/131055192/{profile}
ts268460,"Girlfriend, Girlfriend",show,2021.0,/poster/247582536/{profile}
ts224178,The Garden of Sinners,show,2013.0,/poster/243969072/{profile}
ts84431,SSSS.GRIDMAN,show,2018.0,/poster/243989540/{profile}
ts20997,Saint Seiya Omega,show,2012.0,/poster/258544559/{profile}
ts225828,TONIKAWA: Over the Moon for You,show,2020.0,/poster/243966532/{profile}
ts38724,Flying Witch,show,2016.0,/poster/141935019/{profile}
ts14234,Cardfight!! Vanguard,show,2011.0,/poster/202631842/{profile}
ts21213,Yu-Gi-Oh! Zexal,show,2011.0,/poster/241810682/{profile}
ts216695,High School Prodigies Have It Easy Even in Another World!,show,2019.0,/poster/151503006/{profile}
ts26560,Space Brothers,show,2012.0,/poster/242937075/{profile}
ts225079,Uzaki-chan Wants to Hang Out!,show,2020.0,/poster/195298169/{profile}
ts268843,Remake Our Life!,show,2021.0,/poster/247579579/{profile}
ts44098,Yu-Gi-Oh! Arc-V,show,2014.0,/poster/162195056/{profile}
ts55813,Akashic Records of Bastard Magic Instructor,show,2017.0,/poster/15545099/{profile}
ts57946,GAMERS!,show,2017.0,/poster/141757549/{profile}
ts42102,And You Thought There Is Never a Girl Online?,show,2016.0,/poster/175447454/{profile}
ts78392,Hinamatsuri,show,2018.0,/poster/296427433/{profile}
ts56112,Love Tyrant,show,2017.0,/poster/8651412/{profile}
ts287274,The Dawn of the Witch,show,2022.0,/poster/270138596/{profile}
ts29377,Megabeast Investigator Juspion,show,1985.0,/poster/258935697/{profile}
ts80096,Kakuriyo -Bed & Breakfast for Spirits-,show,2018.0,/poster/53795579/{profile}
ts224648,Monster Girl Doctor,show,2020.0,/poster/193387791/{profile}
ts78393,GeGeGe no Kitaro,show,2018.0,/poster/165374983/{profile}
ts77771,School Babysitters,show,2018.0,/poster/123514715/{profile}
ts225823,Kemono Jihen,show,2021.0,/poster/240809976/{profile}
ts77087,Komori-san Can't Decline!,show,2015.0,/poster/149662756/{profile}
ts79359,Caligula,show,2018.0,/poster/238709707/{profile}
ts518,Beelzebub,show,2011.0,/poster/243654261/{profile}
ts20201,World Trigger,show,2014.0,/poster/260841834/{profile}
ts33291,s-CRY-ed,show,2001.0,/poster/255383319/{profile}
ts42629,Dagashi Kashi,show,2016.0,/poster/192104943/{profile}
ts75755,Anime-Gataris,show,2017.0,/poster/279136405/{profile}
ts33718,Free!,show,2013.0,/poster/155050028/{profile}
ts82274,Drop Kick on My Devil!!,show,2018.0,/poster/242786846/{profile}
ts35466,Yamada-kun and the Seven Witches,show,2015.0,/poster/142151738/{profile}
ts32800,Theatre of Darkness: Yamishibai,show,2013.0,/poster/250029331/{profile}
ts269030,Seirei Gensouki: Spirit Chronicles,show,2021.0,/poster/248551983/{profile}
ts75776,Juni Taisen: Zodiac War,show,2017.0,/poster/180444720/{profile}
ts36105,Sgt. Frog,show,2004.0,/poster/11560526/{profile}
ts302666,Aharen-san wa Hakarenai,show,2022.0,/poster/269925594/{profile}
ts2249,Dirty Pair,show,1985.0,/poster/172255821/{profile}
ts77787,Pop Team Epic,show,2018.0,/poster/141456621/{profile}
ts37196,Gundam Build Fighters,show,2013.0,/poster/252212055/{profile}
ts88985,Ao-chan Can't Study!,show,2019.0,/poster/123758416/{profile}
ts32669,Triage X,show,2015.0,/poster/242453646/{profile}
ts79742,Saint Seiya: Saintia Sho,show,2018.0,/poster/98394375/{profile}
ts80099,Isekai Izakaya: Japanese Food From Another World,show,2018.0,/poster/55315464/{profile}
ts26691,Blast of Tempest,show,2012.0,/poster/189300475/{profile}
ts231077,Rent-a-Girlfriend,show,2020.0,/poster/287267482/{profile}
ts82387,Lupin the 3rd,show,1977.0,/poster/202606181/{profile}
ts17906,Demon King Daimao,show,2010.0,/poster/240105035/{profile}
ts75769,Kino's Journey: The Beautiful World,show,2017.0,/poster/24449086/{profile}
ts223219,SUPER HxEROS,show,2020.0,/poster/191489690/{profile}
ts77713,Basilisk: The Ouka Ninja Scrolls,show,2018.0,/poster/55126009/{profile}
ts269386,Full Dive: This Ultimate Next-Gen Full Dive RPG Is Even Shittier Than Real Life!,show,2021.0,/poster/246660394/{profile}
ts41553,Hikaru no Go,show,2001.0,/poster/179450522/{profile}
ts42160,Tales of Zestiria the X,show,2016.0,/poster/245401091/{profile}
ts88669,YU-NO: A Girl Who Chants Love at the Bound of This World,show,2019.0,/poster/186403167/{profile}
ts20073,Survival Game Club,show,2014.0,/poster/171109617/{profile}
ts55543,Digimon Adventure Tri,show,2015.0,/poster/8856241/{profile}
ts213189,Isekai Cheat Magician,show,2019.0,/poster/137183494/{profile}
ts30146,Mischievous Kiss,show,2010.0,/poster/141360833/{profile}
ts33840,Nagi-Asu: A Lull in the Sea,show,2013.0,/poster/241206745/{profile}
ts90314,Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,show,2019.0,/poster/137421522/{profile}
ts222382,Wandering Witch: The Journey of Elaina,show,2020.0,/poster/209477756/{profile}
ts75757,Blend S,show,2017.0,/poster/255464990/{profile}
ts38723,The Asterisk War,show,2015.0,/poster/188548949/{profile}
ts39025,Taboo Tattoo,show,2016.0,/poster/177937514/{profile}
ts40775,Love Hina Again,show,2002.0,/poster/179059868/{profile}
ts16771,Eyeshield 21,show,2005.0,/poster/185994148/{profile}
ts216707,Assassins Pride,show,2019.0,/poster/152830990/{profile}
ts33694,Oreshura,show,2013.0,/poster/189921307/{profile}
ts273441,In the Land of Leadale,show,2022.0,/poster/258644612/{profile}
ts251542,"Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway",show,2021.0,/poster/243647429/{profile}
ts23967,The Twelve Kingdoms,show,2002.0,/poster/262862057/{profile}
ts56103,Eromanga Sensei,show,2017.0,/poster/293958608/{profile}
ts12311,Cat's Eye,show,1983.0,/poster/245254502/{profile}
ts20778,The World is Still Beautiful,show,2014.0,/poster/161641217/{profile}
ts102805,Fate/Grand Order - Absolute Demonic Front: Babylonia,show,2019.0,/poster/219416423/{profile}
ts38720,Kiznaiver,show,2016.0,/poster/259603344/{profile}
ts55811,WorldEnd: What are you doing at the end of the world? Are you busy? Will you save us?,show,2017.0,/poster/147918881/{profile}
ts11257,Chihayafuru,show,2011.0,/poster/261246238/{profile}
ts29076,REBORN!,show,2006.0,/poster/148663667/{profile}
ts43922,Witch Craft Works,show,2014.0,/poster/189982861/{profile}
ts32935,Space Pirate Captain Harlock,show,1978.0,/poster/246786563/{profile}
ts5606,Aria,show,2005.0,/poster/256746250/{profile}
ts79325,Umamusume: Pretty Derby,show,2018.0,/poster/85766626/{profile}
ts53430,Seiren,show,2017.0,/poster/174606253/{profile}
ts285870,Akebi's Sailor Uniform,show,2022.0,/poster/259495251/{profile}
ts314925,Birdie Wing -Golf Girls' Story-,show,2022.0,/poster/259689874/{profile}
ts87210,Mobile Suit Gundam Wing Endless Waltz,show,1997.0,/poster/248003351/{profile}
ts19187,Chi's Sweet Home,show,2008.0,/poster/54995077/{profile}
ts236537,By the Grace of the Gods,show,2020.0,/poster/253935520/{profile}
ts88999,Isekai Quartet,show,2019.0,/poster/127450823/{profile}
ts20670,Toriko,show,2011.0,/poster/73004088/{profile}
ts84403,DAKAICHI -I'm being harassed by the sexiest man of the year-,show,2018.0,/poster/85722668/{profile}
ts236473,Cells at Work! Code Black,show,2021.0,/poster/253936233/{profile}
ts57185,Mr. Osomatsu,show,2015.0,/poster/22830794/{profile}
ts75766,A Sister's All You Need,show,2017.0,/poster/110923758/{profile}
ts261530,Backflip!!,show,2021.0,/poster/246726175/{profile}
ts53042,Bloodivores,show,2016.0,/poster/141843026/{profile}
ts51387,"Kiss Him, Not Me",show,2016.0,/poster/141896075/{profile}
ts77785,Sanrio Boys,show,2018.0,/poster/38900114/{profile}
ts225675,Noblesse,show,2020.0,/poster/210171082/{profile}
ts6355,Bludgeoning Angel Dokuro-Chan,show,2005.0,/poster/36375348/{profile}
ts32776,"Problem Children Are Coming from Another World, Aren't They?",show,2013.0,/poster/241447509/{profile}
ts26444,Time of Eve,show,2008.0,/poster/139004639/{profile}
ts55377,Anti-Magic Academy: The 35th Test Platoon,show,2015.0,/poster/131133178/{profile}
ts84848,Tsurune,show,2018.0,/poster/88508601/{profile}
ts35577,God Eater,show,2015.0,/poster/241464195/{profile}
ts75774,Our Love Has Always Been 10 Centimeters Apart.,show,2017.0,/poster/240380583/{profile}
ts225134,Princess Connect! Re:Dive,show,2020.0,/poster/176159459/{profile}
ts289859,Rust-Eater Bisco,show,2022.0,/poster/259494722/{profile}
ts218885,Somali and the Forest Spirit,show,2020.0,/poster/164053091/{profile}
ts219171,ORESUKI: Are you the only one who loves me?,show,2019.0,/poster/150458757/{profile}
ts29400,Kimagure Orange Road,show,1987.0,/poster/142891539/{profile}
ts28698,Kekkaishi,show,2006.0,/poster/173572861/{profile}
ts20063,Aldnoah.Zero,show,2014.0,/poster/298321175/{profile}
ts9567,11eyes,show,2009.0,/poster/242465334/{profile}
ts53132,Cyborg 009,show,2001.0,/poster/138610190/{profile}
ts43073,Showa Genroku Rakugo Shinju,show,2016.0,/poster/141972189/{profile}
ts235591,Suppose a Kid From the Last Dungeon Boonies Moved to a Starter Town?,show,2021.0,/poster/240278621/{profile}
ts28167,Martian Successor Nadesico,show,1996.0,/poster/172758888/{profile}
ts60873,Kyo Kara Maoh!,show,2004.0,/poster/240703342/{profile}
ts269508,Love of Kill,show,2022.0,/poster/260833558/{profile}
ts42211,Myriad Colors Phantom World,show,2016.0,/poster/294199040/{profile}
ts255514,Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!,show,2020.0,/poster/226465503/{profile}
ts56105,Tsukigakirei,show,2017.0,/poster/25641525/{profile}
ts249499,Hortensia Saga,show,2021.0,/poster/240278469/{profile}
ts268280,Battle Game in 5 Seconds,show,2021.0,/poster/248811884/{profile}
ts221923,Magia Record: Puella Magi Madoka Magica Side Story,show,2020.0,/poster/249307245/{profile}
ts33317,Gargantia on the Verdurous Planet,show,2013.0,/poster/300603336/{profile}
ts286936,The Faraway Paladin,show,2021.0,/poster/261793996/{profile}
ts58176,Knight's & Magic,show,2017.0,/poster/258765137/{profile}
ts42557,Honey and Clover,show,2005.0,/poster/245515023/{profile}
ts32519,Pretty Cure,show,2004.0,/poster/187300482/{profile}
ts88982,The Helpful Fox Senko-san,show,2019.0,/poster/134079775/{profile}
ts53365,Masamune-kun's Revenge,show,2017.0,/poster/178327562/{profile}
ts36927,Fate/kaleid liner Prisma Illya,show,2013.0,/poster/139188851/{profile}
ts236963,D4DJ First Mix,show,2020.0,/poster/243597836/{profile}
ts42212,She and Her Cat -Everything Flows-,show,2016.0,/poster/141991044/{profile}
ts35329,Saint Seiya: Soul of Gold,show,2015.0,/poster/249680649/{profile}
ts20312,Brynhildr in the Darkness,show,2014.0,/poster/58475284/{profile}
ts74785,"Actually, I Am...",show,2015.0,/poster/158914096/{profile}
ts27189,Junjou Romantica,show,2008.0,/poster/138974373/{profile}
ts53356,Gabriel DropOut,show,2017.0,/poster/238712069/{profile}
ts20018,Blade Dance of Elementalers,show,2014.0,/poster/14809012/{profile}
ts32360,Usagi Drop,show,2011.0,/poster/130095313/{profile}
ts56437,Full Metal Panic? Fumoffu,show,2003.0,/poster/172527135/{profile}
ts23262,Is the Order a Rabbit?,show,2014.0,/poster/211372075/{profile}
ts25067,Gasaraki,show,1998.0,/poster/174707550/{profile}
ts11779,Accel World,show,2012.0,/poster/177488242/{profile}
ts38786,This Art Club Has a Problem!,show,2016.0,/poster/192292766/{profile}
ts300001,Miss Kuroitsu From the Monster Development Department,show,2022.0,/poster/256742661/{profile}
ts223396,SSSS.DYNAZENON,show,2021.0,/poster/245122070/{profile}
ts80077,Space Battleship Tiramisu,show,2018.0,/poster/53791660/{profile}
ts222891,"SING ""YESTERDAY"" FOR ME",show,2020.0,/poster/182582900/{profile}
ts42251,Hundred,show,2016.0,/poster/258709190/{profile}
ts22423,Inugami-san to Nekoyama-san,show,2014.0,/poster/142266900/{profile}
ts223258,Gleipnir,show,2020.0,/poster/188550326/{profile}
ts32231,Mushibugyou,show,2013.0,/poster/139182086/{profile}
ts55288,A Town Where You Live,show,2013.0,/poster/139176378/{profile}
ts86176,My Roommate is a Cat,show,2019.0,/poster/244481270/{profile}
ts80894,Planet With,show,2018.0,/poster/300742534/{profile}
ts224909,Shadowverse,show,2020.0,/poster/177105379/{profile}
ts57008,Pilot Candidate,show,2002.0,/poster/172979609/{profile}
ts306260,Heroines Run the Show,show,2022.0,/poster/272211835/{profile}
ts225135,Bottom-tier Character Tomozaki,show,2021.0,/poster/244197170/{profile}
ts82107,HANEBADO!,show,2018.0,/poster/244158678/{profile}
ts20015,When Supernatural Battles Became Commonplace,show,2014.0,/poster/185984774/{profile}
ts225854,I'm Standing on a Million Lives,show,2020.0,/poster/246987985/{profile}
ts306013,The Slime Diaries: That Time I Got Reincarnated as a Slime,show,2021.0,/poster/249138254/{profile}
ts8677,Ghastly Prince Enma Burning Up,show,2011.0,/poster/241488983/{profile}
ts236092,Kiyo in Kyoto: From the Maiko House,show,2021.0,/poster/259487079/{profile}
ts84552,As Miss Beelzebub Likes It.,show,2018.0,/poster/86528736/{profile}
ts75762,GARO -VANISHING LINE-,show,2017.0,/poster/253938502/{profile}
ts77788,Magical Girl Ore,show,2018.0,/poster/53981803/{profile}
ts225122,I've Been Killing Slimes for 300 Years and Maxed Out My Level,show,2021.0,/poster/247304009/{profile}
ts1401,Cromartie High School,show,2003.0,/poster/258935729/{profile}
ts38790,Love Live! Sunshine!!,show,2016.0,/poster/253937608/{profile}
ts75858,King's Game – The Animation,show,2017.0,/poster/220746393/{profile}
ts35960,Tenjho Tenge,show,2004.0,/poster/173159502/{profile}
ts31990,Genshiken,show,2004.0,/poster/294199535/{profile}
ts12816,Big Windup!,show,2007.0,/poster/295430228/{profile}
ts53435,Spiritpact,show,2016.0,/poster/173435633/{profile}
ts38756,Twin Star Exorcists,show,2016.0,/poster/217597467/{profile}
ts56862,Magic Kaito 1412,show,2014.0,/poster/142218068/{profile}
ts255308,Osamake: Romcom Where the Childhood Friend Won't Lose,show,2021.0,/poster/243651091/{profile}
ts28083,Nisemonogatari,show,2012.0,/poster/241298736/{profile}
ts251702,Final Fantasy XV: Episode Ardyn -Prologue-,show,2019.0,/poster/196927434/{profile}
ts26925,Polar Bear Cafe,show,2012.0,/poster/297082987/{profile}
ts51395,Digimon Universe: Appli Monsters,show,2016.0,/poster/141867452/{profile}
ts28402,The Wonderful Wizard of Oz,show,1987.0,
ts33241,Time Jam: Valerian & Laureline,show,2007.0,/poster/257448861/{profile}
ts43465,Absolute Duo,show,2015.0,/poster/9641949/{profile}
ts36812,Attack on Titan: Junior High,show,2015.0,/poster/185262584/{profile}
ts286384,Love Live! Nijigasaki High School Idol Club,show,2020.0,/poster/244712237/{profile}
ts52962,Poco's Udon World,show,2016.0,/poster/9101408/{profile}
ts35355,Punch Line,show,2015.0,/poster/101045918/{profile}
ts224775,The Millionaire Detective – Balance: UNLIMITED,show,2020.0,/poster/176119864/{profile}
ts53289,ACCA: 13-Territory Inspection Dept.,show,2017.0,/poster/241803439/{profile}
ts55080,Tonari no Seki-kun: The Master of Killing Time,show,2014.0,/poster/133778716/{profile}
ts89554,Magical Sempai,show,2019.0,/poster/243049032/{profile}
ts58035,AHO-GIRL,show,2017.0,/poster/298698140/{profile}
ts222505,My Next Life as a Villainess: All Routes Lead to Doom!,show,2020.0,/poster/175448430/{profile}
ts217527,Azur Lane,show,2019.0,/poster/178477211/{profile}
ts42549,Seisen Cerberus: Ryuukoku no Fatalités,show,2016.0,/poster/173068121/{profile}
ts24467,Sweet Blue Flowers,show,2009.0,/poster/174933675/{profile}
ts297686,Crunchyroll Anime Awards,show,2017.0,/poster/247410363/{profile}
ts84472,Skull-face Bookseller Honda-san,show,2018.0,/poster/141551470/{profile}
ts270987,Fairy Ranmaru,show,2021.0,/poster/244454780/{profile}
ts217583,Didn't I Say to Make My Abilities Average in the Next Life?!,show,2019.0,/poster/153473885/{profile}
ts30079,Oreimo,show,2010.0,/poster/76222607/{profile}
ts20206,Love Stage!!,show,2014.0,/poster/282543044/{profile}
ts224456,Koikimo,show,2021.0,/poster/244483163/{profile}
ts655,El Hazard: The Wanderers,show,1995.0,/poster/249800406/{profile}
ts217703,Sorcerous Stabber Orphen,show,2020.0,/poster/165051340/{profile}
ts254340,Requiem of the Rose King,show,2022.0,/poster/258324268/{profile}
ts219078,Ahiru no Sora,show,2019.0,/poster/163983079/{profile}
ts84522,Conception,show,2018.0,/poster/141623517/{profile}
ts41034,Strike Witches,show,2008.0,/poster/116983804/{profile}
ts225668,High Guardian Spice,show,2021.0,/poster/251935774/{profile}
ts36568,Symphogear,show,2012.0,/poster/298694764/{profile}
ts52848,Cheating Craft,show,2016.0,/poster/109758933/{profile}
ts222812,Kakushigoto,show,2020.0,/poster/176388261/{profile}
ts534,Dramatical Murder,show,2014.0,/poster/142270125/{profile}
ts77786,The Ryuo's Work is Never Done!,show,2018.0,/poster/38724210/{profile}
ts24469,Saki,show,2009.0,/poster/173166609/{profile}
ts222360,Infinite Dendrogram,show,2020.0,/poster/152974539/{profile}
ts84415,Radiant,show,2018.0,/poster/241264151/{profile}
ts75856,Love is Like a Cocktail,show,2017.0,/poster/141456250/{profile}
ts236728,Mr Love: Queen's Choice,show,2020.0,/poster/189993027/{profile}
ts254326,Azur Lane: Slow Ahead!,show,2021.0,/poster/240278472/{profile}
ts20709,Yowamushi Pedal,show,2013.0,/poster/30037066/{profile}
ts64,Blue Seed,show,1994.0,/poster/182815798/{profile}
ts21852,The Law of Ueki,show,2005.0,/poster/162484536/{profile}
ts253367,"With a Dog AND a Cat, Every Day Is Fun",show,2020.0,/poster/209069667/{profile}
ts43871,World Break: Aria of Curse for a Holy Swordsman,show,2015.0,/poster/175939333/{profile}
ts20227,Persona 4 The Golden Animation,show,2014.0,/poster/141409051/{profile}
ts25680,The Tower of Druaga: The Aegis of Uruk,show,2008.0,/poster/242339547/{profile}
ts84305,Run with the Wind,show,2018.0,/poster/85185100/{profile}
ts32687,The Wonderful Adventures of Nils,show,1980.0,/poster/174649055/{profile}
ts42262,Sweetness & Lightning,show,2016.0,/poster/132986603/{profile}
ts27922,NARUTO Spin-Off: Rock Lee & His Ninja Pals,show,2012.0,/poster/139146520/{profile}
ts236900,Iwa Kakeru! Sport Climbing Girls,show,2020.0,/poster/208743659/{profile}
ts12825,Blue Submarine No. 6,show,1998.0,/poster/298596662/{profile}
ts82037,Chio's School Road,show,2018.0,/poster/72028516/{profile}
ts86890,Lord El-Melloi II's Case Files {Rail Zeppelin} Grace note,show,2019.0,/poster/191235245/{profile}
ts52888,Tiger Mask W,show,2016.0,/poster/141849281/{profile}
ts216555,"Science Fell in Love, So I Tried to Prove It",show,2020.0,/poster/168142122/{profile}
ts237827,Drug Store in Another World: The Slow Life of a Cheat Pharmacist,show,2021.0,/poster/247591928/{profile}
ts32201,The Troubled Life of Miss Kotoura,show,2013.0,/poster/186127827/{profile}
ts33973,Sket Dance,show,2011.0,/poster/178650993/{profile}
ts236553,Our Last Crusade or the Rise of a New World,show,2020.0,/poster/209069952/{profile}
ts41927,NEW GAME!,show,2016.0,/poster/1332408/{profile}
ts58057,Anime de Training! Ex,show,2015.0,/poster/293981067/{profile}
ts187246,A Certain Scientific Accelerator,show,2019.0,/poster/138761392/{profile}
ts226464,Bungo and Alchemist -Gears of Judgement-,show,2020.0,/poster/191466036/{profile}
ts56820,Yuki Yuna Is a Hero,show,2014.0,/poster/24721632/{profile}
ts38760,Space Patrol Luluco,show,2016.0,/poster/192312303/{profile}
ts30449,Hakuouki,show,2010.0,/poster/243447861/{profile}
ts66982,GoShogun,show,1981.0,/poster/177932047/{profile}
ts39338,Tetsujin 28,show,2004.0,/poster/256743575/{profile}
ts52836,The Numbers,show,2016.0,/poster/238770483/{profile}
ts33980,Lovely Complex,show,2007.0,/poster/261395887/{profile}
ts57877,Tales of Symphonia: The Animation,show,2007.0,/poster/259373041/{profile}
ts75847,Black Fox,show,1995.0,/poster/141580401/{profile}
ts88446,Sarazanmai,show,2019.0,/poster/124166096/{profile}
ts38748,Big Order,show,2016.0,/poster/192237281/{profile}
ts53008,Touken Ranbu: Hanamaru,show,2016.0,/poster/102354028/{profile}
ts225667,FreakAngels,show,2022.0,/poster/258645318/{profile}
ts250829,The World Ends With You: The Animation,show,2021.0,/poster/245294542/{profile}
ts34293,YuruYuri: Happy Go Lily,show,2011.0,/poster/83658159/{profile}
ts38714,The Lost Village,show,2016.0,/poster/186672361/{profile}
ts42323,Amanchu!,show,2016.0,/poster/175361821/{profile}
ts42263,Days,show,2016.0,/poster/240717501/{profile}
ts84968,The Magnificent KOTOBUKI,show,2019.0,/poster/103592925/{profile}
ts55801,Clockwork Planet,show,2017.0,/poster/8854554/{profile}
ts36530,Mazinger Edition Z: The Impact!,show,2009.0,/poster/113064496/{profile}
ts53359,Interviews with Monster Girls,show,2017.0,/poster/204730742/{profile}
ts42463,Samurai Pizza Cats,show,1990.0,/poster/258099951/{profile}
ts75905,Jigoku Shoujo: Yoi no Togi,show,2017.0,/poster/141753868/{profile}
ts249927,Heaven's Design Team,show,2021.0,/poster/240278512/{profile}
ts304619,Ganbare Douki-chan,show,2021.0,/poster/251546633/{profile}
ts84577,Merc Storia: The Apathetic Boy and the Girl in a Bottle,show,2018.0,/poster/141545650/{profile}
ts38184,Mon Colle Knights,show,2001.0,/poster/268297347/{profile}
ts78530,Owarimonogatari,show,2015.0,/poster/241298440/{profile}
ts23568,White Album,show,2009.0,/poster/179740128/{profile}
ts78454,Gundam Build Divers,show,2018.0,/poster/253938733/{profile}
ts84635,W'z,show,2019.0,/poster/227664423/{profile}
ts53300,Princess Knight,show,1967.0,/poster/138472249/{profile}
ts52955,機動戦士ガンダムユニコーン RE:0096,show,2016.0,/poster/175537316/{profile}
ts40280,Princess Nine,show,1998.0,/poster/152674336/{profile}
ts39022,Thunderbolt Fantasy,show,2016.0,/poster/141784145/{profile}
ts12173,The Ambition of Oda Nobuna,show,2012.0,/poster/158601615/{profile}
ts24421,Pandora Hearts,show,2009.0,/poster/138989709/{profile}
ts22429,Chaika - The Coffin Princess,show,2014.0,/poster/260504900/{profile}
ts36717,Akagi,show,2015.0,/poster/142099415/{profile}
ts225165,MARS RED,show,2021.0,/poster/245294290/{profile}
ts86387,Mysteria Friends,show,2019.0,/poster/105561930/{profile}
ts30502,Squid Girl,show,2010.0,/poster/258459046/{profile}
ts82223,The Master of Ragnarok & Blesser of Einherjar,show,2018.0,/poster/134483748/{profile}
ts79351,Love To-LIE-Angle,show,2018.0,/poster/53986872/{profile}
ts19223,Da Capo III,show,2013.0,/poster/138699912/{profile}
ts286666,Deaimon: Recipe for Happiness,show,2022.0,/poster/272753892/{profile}
ts314532,Salaryman's Club,show,2022.0,/poster/261735215/{profile}
ts84401,UzaMaid!,show,2018.0,/poster/266769385/{profile}
ts85646,Meiji Tokyo Renka,show,2019.0,/poster/102208137/{profile}
ts58044,Saiyuki Reload Blast,show,2017.0,/poster/141767840/{profile}
ts52835,To Be Hero,show,2016.0,/poster/293939172/{profile}
ts53528,Koro Sensei Quest!,show,2016.0,/poster/71228251/{profile}
ts22020,Shugo Chara!,show,2007.0,/poster/242241521/{profile}
ts848,Boys Over Flowers,show,1996.0,/poster/245515111/{profile}
ts2846,Chōdenji Machine Voltes V,show,1977.0,/poster/253599589/{profile}
ts44050,Please Twins,show,2003.0,/poster/192449957/{profile}
ts87037,ルパン三世 PART5,show,2018.0,/poster/141681033/{profile}
ts53372,Hand Shakers,show,2017.0,/poster/241520831/{profile}
ts41021,Bananya,show,2016.0,/poster/252899510/{profile}
ts23469,Ristorante Paradiso,show,2009.0,/poster/97880931/{profile}
ts249905,2.43: Seiin High School Boys Volleyball Team,show,2021.0,/poster/240972225/{profile}
ts57972,My Big Sister Arrived,show,2014.0,/poster/139215807/{profile}
ts271639,The Detective Is Already Dead,show,2021.0,/poster/247574558/{profile}
ts78866,Wakakozake,show,2015.0,/poster/142055592/{profile}
ts84641,Magical Girl Spec-Ops Asuka,show,2019.0,/poster/100044980/{profile}
ts72541,Ramen Fighter Miki,show,2006.0,/poster/248925474/{profile}
ts18639,Space Warrior Baldios,show,1980.0,/poster/139097025/{profile}
ts58030,Clean Freak! Aoyama-kun,show,2017.0,/poster/10726056/{profile}
ts83187,Full Metal Panic! Invisible Victory,show,2018.0,/poster/141749557/{profile}
ts51381,Occultic;Nine,show,2016.0,/poster/141865836/{profile}
ts82215,Miss Caretaker of Sunohara-sou,show,2018.0,/poster/138761892/{profile}
ts53363,One Room,show,2017.0,/poster/141692272/{profile}
ts285174,Scarlet Nexus,show,2021.0,/poster/246792827/{profile}
ts82038,Mr. TONEGAWA Middle Management Blues,show,2018.0,/poster/269456245/{profile}
ts26720,Koihime Muso,show,2008.0,/poster/248963574/{profile}
ts271399,The Aquatope on White Sand,show,2021.0,/poster/248565120/{profile}
ts12843,Arcadia of My Youth: Endless Orbit SSX,show,1982.0,/poster/30463346/{profile}
ts286517,BUILD-DIVIDE,show,2021.0,/poster/251924646/{profile}
ts221718,Adachi and Shimamura,show,2020.0,/poster/203243214/{profile}
ts224189,Kuma Kuma Kuma Bear,show,2020.0,/poster/253938741/{profile}
ts56253,The Silver Guardian,show,2017.0,/poster/141621914/{profile}
ts11581,DearS,show,2004.0,/poster/158713808/{profile}
ts42574,Key the Metal Idol,show,1994.0,/poster/289270231/{profile}
ts280992,The Duke of Death and His Maid,show,2021.0,/poster/249239431/{profile}
ts42981,Please Tell Me! Galko-chan,show,2016.0,/poster/58477594/{profile}
ts53192,Magical Girl Raising Project,show,2016.0,/poster/258717656/{profile}
ts256192,Muv-Luv Alternative,show,2021.0,/poster/251915367/{profile}
ts57494,Katsugeki: Touken Ranbu,show,2017.0,/poster/239702916/{profile}
ts82331,Angolmois: Record of Mongol Invasion,show,2018.0,/poster/71516629/{profile}
ts317269,In the Heart of Kunoichi Tsubaki,show,2022.0,/poster/270031148/{profile}
ts34924,Hanasaku Iroha: Blossoms for Tomorrow,show,2011.0,/poster/264572527/{profile}
ts316284,Tales of Luminaria the Fateful Crossroad,show,2022.0,/poster/286981507/{profile}
ts82116,Harukana Receive,show,2018.0,/poster/189991384/{profile}
ts33799,Kyousougiga,show,2012.0,/poster/300602745/{profile}
ts43887,KanColle: Kantai Collection,show,2015.0,/poster/242904522/{profile}
ts89562,To the Abandoned Sacred Beasts,show,2019.0,/poster/136131056/{profile}
